PRODUCT;AGE;AREA;RESIDENTIAL_PLACE;EDUCATION;MARITAL_STATUS;HOUSEHOLD_MEMBERS;NO_OF_DEPENDENTS;INCOME;WORK_SENIORITY;BUSINESS AGE;ECONOMIC_SECTOR;EMPLOYEE_NO;LENGTH_RELATIONSHIP_WITH_CLIENT;DEBIT_CARD;CURRENT_ACCOUNT;SAVING_ACCOUNT;SALARY_ACCOUNT;FOREIGN_ACCOUNT;FINALIZED_LOAN;DEPOSIT;PENSION_FUNDS;DEFAULT_FLAG
C;68;Rural area;Living with family;Highschool;single;1;0;805.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
B;56;County capital;Owner without mortgage;Highschool;married;2;0;1358.0;5;16;Missing;Missing;12;True;1;0;0;0;0;0;0;0
C;47;Urban area;Living with family;Highschool;married;2;0;1062.0;2;15;Human health and social work activities;between 51-100;1;True;1;0;0;0;0;0;0;1
B;42;Urban area;Owner without mortgage;Highschool;married;2;1;805.6;2;20;Manufacturing;between 21-50;2;False;0;0;0;0;0;0;0;0
B;26;County capital;Living with family;University;single;1;1;5275.03;3;14;Information and communication;between 51-100;1;False;0;0;0;0;0;0;0;0
F;31;Rural area;Owner with mortgage;University;married;2;0;2413.008;7;25;Public administration and defence;between 251-500;1;True;1;0;0;0;0;0;0;0
B;36;Rural area;Living with family;Highschool;married;4;2;1327.75;6;12;Manufacturing;> 1.000;11;False;0;0;0;0;0;0;0;0
B;30;Urban area;Living with family;University;single;1;0;846.0;1;9;Professional, scientific and technical activities;between 11-20;2;False;0;0;0;0;0;0;0;0
C;28;Urban area;Owner without mortgage;Post-graduate;single;1;0;1836.63;5;8;Professional, scientific and technical activities;between 251-500;1;True;1;0;0;0;0;0;0;0
C;30;Urban area;Living with family;Vocational school;married;2;0;1418.4;9;14;Public administration and defence;between 251-500;1;False;0;0;0;0;0;0;0;0
B;40;Rural area;Owner without mortgage;Highschool;married;3;1;1454.83;4;18;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
C;64;County capital;Owner without mortgage;Post secondary school;single;1;0;1424.0;3;3;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;1
B;22;County capital;Living with family;University;single;1;0;1430.85;2;12;Missing;> 1.000;1;False;0;0;0;0;0;0;0;0
E;52;Rural area;Owner without mortgage;Middle school;married;3;1;741.0;3;47;Public administration and defence;between 101-250;5;False;1;0;0;0;0;0;0;0
F;34;County capital;Living with family;University;single;1;0;2396.58;5;12;Wholesale and retail trade;between 101-250;12;False;0;0;0;0;1;0;0;0
F;30;Rural area;Owner without mortgage;University;single;1;0;1762.612;8;21;Wholesale and retail trade;between 21-50;12;False;0;0;0;0;0;0;0;0
E;29;Rural area;Owner with mortgage;University;single;1;0;3425.0;3;13;Information and communication;> 1.000;1;True;1;0;1;0;0;0;0;0
B;47;Rural area;Owner without mortgage;University;married;2;0;6620.0;5;13;Manufacturing;between 101-250;1;True;1;0;1;0;0;0;0;0
C;28;Urban area;Living with family;Highschool;single;2;1;987.0;5;11;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
C;23;Urban area;Living with family;University;single;1;0;929.67;3;18;Accommodation and food service activities;between 251-500;3;False;0;0;0;0;0;0;0;0
C;30;County capital;Owner without mortgage;University;married;2;0;1141.34;3;4;Other;> 1.000;1;False;0;0;0;0;0;0;0;0
C;29;Rural area;Owner without mortgage;Highschool;married;2;0;872.0;3;22;Manufacturing;between 501-1.000;1;False;0;0;0;0;0;0;0;0
E;61;County capital;Owner without mortgage;Post secondary school;married;2;0;1166.0;5;16;Missing;Missing;12;False;1;0;0;0;0;0;0;0
F;38;County capital;Owner with mortgage;Middle school;married;2;0;3168.0;1;24;Manufacturing;between 11-20;11;False;0;0;0;0;1;0;0;0
E;47;Urban area;Owner without mortgage;Highschool;divorced;2;1;2527.0;5;5;Mining and quarrying;between 501-1.000;11;True;1;0;0;0;0;0;0;0
C;45;County capital;Owner without mortgage;Highschool;married;2;0;3679.865;5;24;Transportation and storage;between 501-1.000;1;False;1;0;0;0;0;0;0;0
E;46;Rural area;Owner without mortgage;University;married;3;1;8466.0;8;9;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;0
B;37;County capital;Owner without mortgage;Post-graduate;married;2;0;4432.33;1;7;Information and communication;> 1.000;1;True;1;0;0;0;0;0;0;0
F;53;County capital;Owner without mortgage;University;married;3;1;5720.5;6;21;Construction;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;62;County capital;Owner without mortgage;Post secondary school;single;1;0;729.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;40;County capital;Owner without mortgage;Highschool;married;2;0;1028.0;4;17;Construction;between 51-100;8;False;0;0;0;0;0;0;0;0
E;66;County capital;Owner without mortgage;Highschool;single;1;0;1092.0;5;16;Missing;Missing;14;True;1;0;0;0;0;0;0;0
C;63;Urban area;Owner without mortgage;Other;single;1;0;1478.0;5;16;Missing;Missing;12;True;1;0;0;0;1;0;0;0
C;55;County capital;Owner without mortgage;University;married;2;0;1022.0;7;16;Public administration and defence;between 251-500;1;True;1;0;0;0;0;0;0;0
B;55;County capital;Owner without mortgage;Highschool;married;2;0;920.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
C;44;County capital;Living with family;University;single;1;0;5810.0;5;16;Missing;Missing;10;False;0;0;0;0;0;0;0;0
C;63;County capital;Owner without mortgage;University;married;2;0;2157.0;2;23;Public administration and defence;between 101-250;12;True;1;0;0;0;1;0;0;0
E;51;County capital;Owner without mortgage;Missing;single;4;2;1526.0;24;24;Water supply;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;60;County capital;Owner without mortgage;University;married;2;0;878.0;3;5;Other;between 21-50;1;False;0;0;0;0;0;0;0;0
B;61;Urban area;Owner without mortgage;University;married;2;0;1231.0;6;15;Public administration and defence;between 101-250;7;False;0;0;0;0;0;0;0;0
E;61;County capital;Living with family;Highschool;single;1;0;775.0;2;11;Other;between 101-250;2;True;1;0;1;0;0;0;0;1
F;25;County capital;Living with family;Highschool;single;1;0;2452.25;1;22;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
B;26;County capital;Owner without mortgage;Vocational school;single;1;0;1283.15;6;8;Manufacturing;> 1.000;8;False;0;0;0;0;0;0;0;0
E;48;County capital;Owner without mortgage;University;single;1;0;1907.0;4;24;Manufacturing;between 501-1.000;1;True;1;0;1;0;0;0;0;0
B;29;County capital;Living with family;Post-graduate;single;1;0;2511.0;8;16;Financial and insurance activities;> 1.000;1;False;0;0;0;0;0;0;0;0
C;36;Urban area;Owner with mortgage;University;single;1;0;671.0;10;14;Missing;between 21-50;1;False;0;0;0;0;0;0;0;0
F;32;County capital;Living with family;University;single;1;0;4521.0;7;21;Financial and insurance activities;> 1.000;13;False;0;0;0;0;0;0;0;0
F;34;County capital;Living with family;Vocational school;married;2;0;1402.125;2;19;Wholesale and retail trade;between 21-50;2;False;0;0;0;0;0;0;0;0
B;36;Urban area;Owner without mortgage;Post secondary school;married;3;1;864.0;3;21;Human health and social work activities;between 501-1.000;1;True;1;0;1;0;0;0;0;0
F;31;County capital;Living with family;College;married;3;1;2198.0;10;22;Public administration and defence;> 1.000;2;False;0;0;0;0;0;0;0;0
E;60;County capital;Owner without mortgage;Highschool;married;2;0;1613.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;52;Rural area;Living with family;Post secondary school;single;1;0;601.0;4;22;Wholesale and retail trade;between 21-50;2;True;1;0;0;0;0;0;0;0
C;38;Urban area;Owner without mortgage;Post secondary school;married;2;0;1119.0;8;22;Human health and social work activities;between 251-500;8;True;1;0;0;0;0;0;0;0
C;32;County capital;Owner without mortgage;University;married;2;0;1105.33;3;4;Other;> 1.000;2;False;1;0;0;0;0;0;0;0
C;32;Rural area;Owner without mortgage;Highschool;married;3;1;1021.0;3;21;Manufacturing;between 101-250;1;True;1;0;1;0;0;0;0;0
C;40;County capital;Owner without mortgage;University;married;4;2;2529.66;8;8;Human health and social work activities;between 101-250;11;True;1;0;0;0;1;0;0;0
E;59;County capital;Owner without mortgage;Vocational school;widow;1;0;726.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
F;45;County capital;Living with family;University;married;3;1;7425.0;18;18;Mining and quarrying;> 1.000;13;True;1;0;1;0;1;0;0;0
B;45;County capital;Owner with mortgage;University;married;2;0;4534.0;22;25;Public administration and defence;> 1.000;12;False;0;0;0;0;0;0;0;0
C;43;Urban area;Owner without mortgage;Highschool;married;3;1;2290.0;16;22;Manufacturing;between 101-250;13;False;0;0;0;0;1;0;0;0
B;56;Rural area;Living with family;College;married;2;0;1763.0;3;11;Accommodation and food service activities;between 21-50;13;False;0;0;0;0;0;0;0;1
E;34;County capital;Living with family;University;married;3;1;7415.0;2;9;Other;between 21-50;14;True;1;0;0;0;0;0;0;0
B;35;County capital;Owner without mortgage;University;married;2;0;2576.605;8;8;Electricity and gas;between 51-100;9;False;0;0;0;0;0;0;0;0
C;62;County capital;Owner without mortgage;Missing;married;2;0;928.0;5;16;Missing;Missing;11;False;1;0;0;0;1;0;0;0
C;47;Rural area;Owner with mortgage;University;married;2;0;3331.0;17;17;Public administration and defence;> 1.000;9;False;0;0;0;0;1;0;0;0
C;56;County capital;Owner without mortgage;Post secondary school;married;2;0;1167.0;32;51;Mining and quarrying;between 101-250;13;False;0;0;0;0;1;0;0;0
B;39;County capital;Owner without mortgage;University;single;1;0;6996.834;13;21;Missing;between 0-10;1;False;0;0;0;0;0;0;0;0
C;35;Rural area;Owner without mortgage;College;single;1;0;1183.0;4;4;Water supply;between 501-1.000;1;False;0;0;0;0;0;0;0;0
F;33;Urban area;Living with family;University;married;3;1;2700.0;6;10;Professional, scientific and technical activities;between 21-50;2;False;0;0;0;0;0;0;0;0
F;56;County capital;Owner without mortgage;University;married;2;0;5052.0;14;14;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;0
F;36;County capital;Owner without mortgage;Post-graduate;single;2;1;4000.0;1;9;Other;between 51-100;1;True;1;0;1;0;0;0;0;0
C;65;County capital;Owner without mortgage;Highschool;single;1;0;763.0;5;16;Missing;Missing;7;False;1;0;0;0;0;0;0;0
F;36;County capital;Living with family;Highschool;married;2;0;1592.53;3;17;Wholesale and retail trade;between 21-50;9;False;0;0;0;0;1;0;0;0
C;62;County capital;Owner without mortgage;Vocational school;married;2;0;710.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;31;County capital;Living with family;University;married;2;0;6960.41;9;11;Manufacturing;between 501-1.000;5;False;1;0;0;0;0;0;0;0
B;66;County capital;Owner without mortgage;Highschool;single;1;0;946.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
C;57;Urban area;Owner without mortgage;Highschool;single;1;0;2069.0;5;16;Missing;Missing;12;False;1;0;0;0;0;0;0;0
C;66;Urban area;Owner without mortgage;Highschool;widow;1;0;1009.0;5;16;Missing;Missing;7;True;1;0;0;0;0;0;0;0
C;33;County capital;Living with family;Highschool;married;2;0;1935.0;2;4;Wholesale and retail trade;between 51-100;11;False;0;0;0;0;0;0;0;1
B;66;Urban area;Living with family;Highschool;married;2;0;1934.0;5;16;Missing;Missing;7;False;0;0;0;0;1;0;0;0
B;64;County capital;Owner without mortgage;Missing;widow;1;0;541.0;5;16;Missing;Missing;7;False;0;0;0;0;0;0;0;0
B;39;Rural area;Owner without mortgage;Post secondary school;single;1;0;583.2;5;47;Education;between 21-50;2;False;0;0;0;0;0;0;0;0
B;37;Rural area;Owner without mortgage;Other;married;2;0;1230.0;2;8;Manufacturing;between 21-50;1;True;1;0;1;0;0;0;0;0
B;30;County capital;Living with family;Post secondary school;single;1;0;865.33;5;7;Water supply;between 251-500;1;False;0;0;0;0;0;0;0;1
C;35;County capital;Living with family;University;single;1;0;5020.66;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
F;35;Urban area;Living with family;Vocational school;married;4;2;809.0;2;3;Manufacturing;between 0-10;2;False;0;0;0;0;0;0;0;0
C;50;Rural area;Owner without mortgage;Vocational school;married;3;1;3078.83;6;17;Mining and quarrying;between 251-500;1;True;1;0;0;0;0;0;0;0
C;63;Urban area;Owner without mortgage;Highschool;married;2;0;2135.0;5;16;Missing;Missing;12;True;1;0;0;0;1;0;0;0
B;58;County capital;Owner without mortgage;University;widow;1;0;1237.625;1;16;Other;between 21-50;1;True;1;0;1;0;0;0;0;0
F;35;County capital;Living with family;Highschool;married;4;2;1943.0;6;17;Wholesale and retail trade;between 251-500;2;False;0;0;0;0;0;0;0;0
F;34;County capital;Owner with mortgage;University;married;3;1;6944.95;4;9;Manufacturing;between 501-1.000;9;False;0;0;0;0;1;0;0;0
C;38;Rural area;Owner without mortgage;Post-graduate;married;2;0;2182.0;12;55;Education;between 51-100;1;True;1;0;0;0;0;0;0;0
C;47;Rural area;Living with family;Vocational school;single;1;0;1356.0;11;17;Manufacturing;between 251-500;1;False;0;0;0;0;0;0;0;0
C;34;County capital;Living with family;Highschool;married;2;0;1061.0;9;16;Public administration and defence;between 251-500;1;False;1;0;0;0;0;0;0;0
C;26;County capital;Living with family;University;single;1;0;3300.5;6;8;Wholesale and retail trade;between 501-1.000;1;True;1;0;0;0;0;0;0;0
E;49;County capital;Owner without mortgage;Other;single;1;0;1711.42;11;16;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;0
F;28;Rural area;Living with family;University;married;3;1;2849.745;5;8;Professional, scientific and technical activities;between 251-500;9;True;1;0;0;0;0;0;0;0
C;65;Urban area;Owner without mortgage;Vocational school;married;2;0;935.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;62;Urban area;Owner without mortgage;Vocational school;married;2;0;1115.0;9;16;Manufacturing;between 501-1.000;8;True;1;0;0;0;1;0;0;0
F;40;County capital;Owner without mortgage;University;married;3;1;1845.75;9;18;Manufacturing;between 251-500;12;True;1;0;0;0;1;0;0;0
B;20;County capital;Living with family;Post-graduate;single;1;0;811.0;2;37;Manufacturing;between 251-500;1;True;1;0;1;0;0;0;0;1
C;67;Rural area;Owner without mortgage;Missing;married;2;0;706.0;5;16;Missing;Missing;10;False;1;0;0;0;1;0;0;0
C;44;Urban area;Owner without mortgage;University;married;2;0;2474.0;7;13;Transportation and storage;between 51-100;1;False;0;0;0;0;0;0;0;0
F;30;Rural area;Living with family;Post-graduate;single;1;0;1149.0;4;8;Education;between 101-250;11;False;0;0;0;0;0;0;0;0
E;64;Urban area;Owner without mortgage;Missing;single;1;0;670.0;5;16;Missing;Missing;10;True;1;0;0;0;0;0;0;0
C;38;Urban area;Owner without mortgage;Highschool;married;3;1;931.57;2;19;Manufacturing;> 1.000;2;True;1;0;1;0;0;0;0;0
F;35;County capital;Owner with mortgage;University;married;2;0;3106.0;3;10;Public administration and defence;between 251-500;2;False;0;0;0;0;0;0;0;0
E;37;Rural area;Living with family;University;single;1;0;1017.0;11;50;Missing;between 21-50;2;True;1;0;1;0;0;0;0;0
F;36;County capital;Living with family;University;married;3;1;5281.0;2;4;Information and communication;between 21-50;10;True;1;0;0;0;1;0;0;0
C;39;Rural area;Owner without mortgage;Post secondary school;single;1;0;1515.94;7;16;Manufacturing;between 501-1.000;1;False;0;0;0;0;0;0;0;0
B;33;Rural area;Owner without mortgage;University;married;3;1;2767.5;2;16;Wholesale and retail trade;between 251-500;9;False;0;0;0;0;0;0;0;1
E;47;County capital;Owner without mortgage;University;married;2;0;2255.0;2;10;Professional, scientific and technical activities;between 51-100;7;True;1;0;0;0;0;0;0;0
B;45;Rural area;Living with family;College;divorced;1;0;900.0;9;9;Other;between 21-50;1;False;0;0;0;0;0;0;0;0
C;40;Urban area;Owner without mortgage;Highschool;married;2;0;670.0;5;18;Wholesale and retail trade;between 21-50;6;False;0;0;0;0;0;0;0;0
C;35;Rural area;Owner without mortgage;Highschool;married;2;0;1007.0;4;24;Manufacturing;between 251-500;1;True;1;0;0;0;0;0;0;0
C;25;Urban area;Living with family;Post secondary school;single;1;0;1009.1;5;5;Other;between 251-500;1;False;0;0;0;0;0;0;0;0
C;26;County capital;Living with family;University;single;1;1;5275.03;3;14;Information and communication;between 51-100;1;False;0;0;0;0;0;0;0;0
B;56;Rural area;Owner without mortgage;College;divorced;1;0;1252.0;5;16;Missing;Missing;12;False;0;0;0;0;0;0;0;0
E;55;Urban area;Owner without mortgage;Highschool;married;2;0;2210.34;10;10;Manufacturing;between 21-50;2;True;1;0;1;0;0;0;0;0
F;42;County capital;Living with family;College;married;2;0;1242.9975;14;24;Manufacturing;between 251-500;2;False;0;0;0;0;0;0;0;0
C;29;Urban area;Owner without mortgage;Highschool;single;1;0;1699.36;6;19;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;0
C;64;Urban area;Owner without mortgage;Highschool;married;2;0;959.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;55;Rural area;Owner without mortgage; Vocational school;married;2;0;866.845;2;14;Manufacturing;> 1.000;9;False;0;0;0;0;0;0;0;0
C;33;Rural area;Owner without mortgage;Highschool;married;4;2;1284.0;5;9;Manufacturing;between 251-500;2;False;0;0;0;0;0;0;0;0
C;61;Rural area;Owner without mortgage;University;married;2;0;2936.0;18;18;Mining and quarrying;> 1.000;1;False;0;0;0;0;0;0;0;0
E;55;County capital;Owner without mortgage;University;married;2;0;2316.66;2;4;Manufacturing;between 51-100;12;True;1;0;0;0;0;0;0;0
F;29;County capital;Living with family;University;single;1;0;2790.0;7;12;Professional, scientific and technical activities;between 51-100;10;False;0;0;0;0;0;0;0;0
C;32;County capital;Living with family;University;single;1;0;1072.0;3;6;Construction;between 21-50;1;False;0;0;0;0;0;0;0;0
C;41;County capital;Living with family;Post-graduate;divorced;1;1;2655.0;2;10;Transportation and storage;between 501-1.000;8;False;0;0;0;0;0;0;0;0
C;36;County capital;Owner without mortgage;University;married;2;0;1837.0;14;26;Public administration and defence;between 251-500;9;True;1;0;0;0;0;0;0;0
C;38;Urban area;Owner without mortgage;Highschool;married;2;0;1408.0;7;21;Manufacturing;between 251-500;9;True;1;0;0;0;1;0;0;0
F;42;County capital;Living with family;University;married;3;1;2396.0;14;18;Human health and social work activities;between 501-1.000;12;False;1;0;0;0;1;0;0;0
B;29;County capital;Owner without mortgage;Post-graduate;single;1;0;375.6;5;10;Other;between 21-50;6;False;0;0;0;0;0;0;0;0
F;43;County capital;Owner without mortgage;Highschool;married;2;0;1945.53;21;25;Manufacturing;between 251-500;9;True;1;0;0;0;0;0;0;0
C;35;Rural area;Owner with mortgage;University;married;3;1;4649.58;3;18;Mining and quarrying;> 1.000;12;False;0;0;0;0;1;0;0;0
B;31;Urban area;Living with family;Highschool;married;2;0;1494.46;12;16;Agriculture, hunting and forestry;between 501-1.000;9;False;0;0;0;0;1;0;0;0
C;47;County capital;Living with family;University;single;1;0;2500.0;4;23;Manufacturing;between 0-10;1;True;1;0;0;0;0;0;0;0
C;50;Rural area;Owner without mortgage;Highschool;single;1;0;2160.95;8;40;Manufacturing;> 1.000;8;False;0;0;0;0;0;0;0;0
F;52;County capital;Owner without mortgage;Highschool;divorced;1;0;1040.0;7;12;Manufacturing;between 11-20;1;True;1;0;0;0;0;1;0;0
C;37;County capital;Living with family;Vocational school;married;2;1;1831.0;9;22;Transportation and storage;between 501-1.000;12;False;0;0;0;0;0;0;0;0
B;66;County capital;Owner without mortgage;Highschool;married;2;0;862.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
