season,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,class
a,2.96,s,w,o,t,d,c,y,3.22,5.34,,,n,,,f,f,,d,p
u,3.74,x,,n,f,x,c,g,6.09,4.05,,,w,,,f,f,,d,e
u,13.28,x,i,o,f,a,,o,13.57,22.94,r,,o,,,t,r,n,d,p
a,10.41,f,e,b,f,,c,b,5.53,19.55,,,w,,,t,f,,d,e
a,6.35,f,,y,f,s,d,y,6.51,15.1,,i,y,,,f,f,,d,p
a,1.17,c,,u,f,a,c,w,3.13,3.39,,i,u,,,f,f,,p,p
a,3.15,x,i,e,f,,,e,4.1,4.87,,,e,,,f,f,n,d,p
w,3.96,f,t,n,f,d,,o,5.94,7.54,,t,o,,,f,f,,d,e
u,3.74,f,,u,f,a,,w,4.38,7.37,,,w,,,f,f,,d,p
w,0.83,x,g,e,f,a,,p,3.95,1.04,,h,k,,,f,f,,d,p
a,3.28,x,k,n,f,s,,p,3.81,2.27,,,n,,,f,f,p,g,p
u,6.47,f,w,y,f,f,f,f,4.49,14.08,,,y,,,f,f,,d,e
w,3.55,x,h,e,f,a,c,o,4.62,6.32,,,o,,,f,f,,g,e
a,7.43,f,g,o,f,s,,y,10.17,13.86,,t,n,,,f,f,,d,e
u,9.92,x,y,n,f,a,c,y,11.47,12.73,,y,n,,,t,,,d,p
u,5.74,c,e,y,t,x,c,y,5.41,11.74,,,w,,,f,f,,d,p
w,9.8,x,,g,f,s,c,g,8.21,22.7,b,,u,,,f,f,,g,e
a,11.8,s,,n,f,s,c,u,7.17,19.54,,,b,,,f,f,,l,e
a,4.97,x,h,o,f,a,d,y,7.77,5.31,,s,n,,,f,f,,d,e
a,3.11,f,,u,f,a,,w,4.14,7.27,,,y,,,f,f,,d,p
a,3.1,s,,n,f,f,f,f,6.36,7.03,,,o,,,f,f,,d,e
u,3.35,b,y,e,f,e,c,n,4.28,3.48,,k,w,,,t,e,,m,p
u,0.75,x,g,y,f,,,y,3.51,0.77,,,w,,,f,f,,d,p
u,3.4,b,y,n,f,,c,u,5.9,4.39,s,s,w,,,f,f,,d,p
w,4.28,x,t,n,f,a,c,n,5.1,6.15,,y,n,,,t,z,,d,p
u,8.02,f,s,u,f,a,c,w,5.05,15.55,,,w,,,f,f,,d,e
a,6.65,x,,p,f,x,c,w,5.78,19.64,,s,w,,,f,f,,d,e
a,0.72,x,g,y,f,,,y,3.66,0.78,,,y,,,f,f,,d,p
u,9.17,f,,n,t,,,w,9.99,16.8,b,,w,u,w,t,g,,d,e
w,4.9,f,,g,f,d,c,y,4.72,9.05,b,,n,,,f,f,,l,p
a,7.82,f,s,u,f,a,c,w,3.43,14.78,,,w,,,f,f,,d,e
a,7.43,f,y,w,f,e,c,p,10.03,10.69,,s,w,,,t,e,,u,e
a,6.31,x,e,e,f,a,,w,8.22,10.21,,,n,,w,t,z,,d,p
a,1.12,x,g,w,f,a,d,w,3.15,1.64,,,e,,,f,f,,l,p
u,8.29,o,l,n,f,f,f,f,7.19,52.67,,,n,,,f,f,g,d,e
u,1.1,x,g,w,f,a,d,w,3.06,1.65,,,e,,,f,f,,d,p
u,5.89,c,t,n,f,e,,w,13.1,13.17,,s,n,u,w,f,f,,d,e
u,7.76,x,t,n,f,e,,w,13.27,13.51,,s,n,u,w,f,f,,d,e
a,1.31,x,s,y,f,a,,w,4.87,1.23,,t,y,,,f,f,,g,e
u,4.27,x,s,o,f,p,,n,6.27,11.81,,,e,,,f,f,,d,e
s,4.69,x,,w,f,x,c,n,7.91,9.23,b,,n,,w,t,,,d,e
u,6.18,x,y,n,f,e,c,w,5.61,10.38,,y,n,,,f,f,,d,e
a,9.0,f,,y,f,x,c,n,6.95,12.18,,,w,,,f,f,,d,p
w,15.9,f,h,e,f,e,,w,17.34,17.54,s,y,w,u,w,t,g,,d,p
a,8.03,s,t,o,t,d,c,o,6.32,17.24,,,w,,,f,f,,d,e
a,2.26,f,h,o,f,a,d,w,4.56,3.72,,s,o,,,f,f,,d,e
u,6.54,x,t,n,f,p,d,y,6.89,13.02,,s,n,,,f,f,,h,e
u,4.95,s,,n,f,d,c,w,4.67,7.1,,s,w,,,f,f,,l,e
a,3.38,s,,y,f,f,f,f,6.71,7.27,,,y,,,f,f,,d,e
u,5.46,x,s,k,f,e,,y,6.7,6.42,,,k,,,f,f,,m,p
a,0.97,b,g,g,f,,,g,3.4,1.73,,,w,,,f,f,,d,e
a,26.04,x,w,n,f,p,,w,20.18,83.58,,,n,,,f,f,,d,e
u,3.19,b,y,n,f,,c,w,6.1,4.43,s,s,w,,,f,f,,d,p
a,9.52,x,i,n,f,a,,n,11.45,15.85,s,,n,,e,f,f,,d,p
u,5.97,f,h,g,f,s,d,w,5.24,10.21,,s,g,,,f,f,,d,e
u,5.57,x,i,o,f,e,,k,6.9,7.63,,,y,,,f,f,,g,p
u,11.31,x,h,n,t,p,,y,8.46,24.24,,,n,,,f,f,,d,e
a,6.78,x,e,e,f,a,,y,8.62,10.77,,,n,,w,t,z,,d,p
a,5.06,b,t,l,f,s,c,n,7.23,7.99,,y,w,,,t,e,k,d,p
a,5.46,b,y,g,f,,,w,7.94,11.94,,s,w,,,t,z,,d,p
a,10.13,s,t,o,t,d,c,o,5.73,16.84,,,w,,,f,f,,d,e
u,3.87,x,y,y,f,a,,w,5.53,3.32,,y,n,,,t,r,,d,p
a,7.79,x,y,w,t,,,p,7.52,13.87,s,,w,,,t,l,,d,p
u,7.1,x,,w,f,e,,w,6.3,13.15,b,,w,u,y,t,g,,d,e
a,3.62,x,s,y,f,,c,r,7.21,6.36,,,y,u,w,t,z,r,d,p
w,3.54,f,g,n,f,a,d,g,4.53,3.45,,s,g,,,f,f,,d,e
a,13.69,x,s,n,t,p,,o,9.25,30.91,c,,y,,,f,f,,d,p
u,4.71,f,k,n,f,s,,p,4.77,3.43,,,n,,,f,f,p,g,p
a,7.62,x,t,n,f,a,d,w,9.58,26.39,,,w,,,f,f,,d,p
a,10.04,s,,g,f,s,c,b,6.24,19.04,,,u,,,f,f,,l,e
u,9.29,x,s,n,f,e,c,p,6.95,9.93,,i,n,,,f,f,p,d,e
a,16.72,x,k,n,t,p,,e,9.77,27.69,c,,y,,,f,f,,d,p
a,6.5,x,d,y,t,p,,y,7.92,18.07,,,y,,,f,f,,d,e
a,5.01,x,t,o,f,p,,n,5.6,11.59,,,n,,,f,f,,d,e
a,1.16,x,s,y,f,f,f,f,3.26,4.89,,,y,,,f,f,,d,p
a,1.99,c,h,y,f,,,n,5.86,2.03,,,y,,,f,f,,g,p
a,2.83,b,y,n,f,,c,k,6.51,2.83,,,w,,,f,f,,d,e
u,4.62,f,l,e,f,x,d,e,5.52,4.82,,,y,,,f,f,,l,p
u,4.72,s,,n,f,d,c,w,2.9,6.71,,s,w,,,f,f,,h,e
a,13.97,x,y,n,t,e,,w,10.14,17.24,,,w,,,t,,,g,e
w,9.29,f,y,w,f,e,c,p,19.66,12.28,,s,w,,,t,e,,g,e
s,48.21,o,y,y,f,p,,y,8.06,49.4,,k,n,,,f,f,,d,e
u,7.84,x,d,y,t,p,,r,5.8,12.19,,,y,,,f,f,,d,e
a,7.51,x,y,n,f,a,c,n,10.63,10.26,,y,n,,,t,,,d,p
a,8.62,x,,g,t,x,,n,9.89,20.24,s,,g,,u,f,f,,d,p
a,6.73,s,t,n,f,x,c,y,5.59,15.19,,,y,,,f,f,,d,p
a,7.49,p,y,n,f,,,p,14.83,15.91,,,w,,,f,f,,d,p
a,3.87,x,d,n,f,p,,y,5.21,10.37,,,n,,,f,f,,d,e
a,3.74,x,d,n,f,p,,y,4.48,10.76,,,n,,,f,f,,d,e
a,16.66,x,t,k,f,a,d,y,7.78,23.7,,,w,,,f,f,w,d,e
u,1.27,x,t,y,f,a,,w,6.17,1.67,,t,y,,,f,f,,d,e
u,5.47,s,,n,f,d,c,w,5.13,8.21,,s,w,,,f,f,,l,e
u,7.75,x,h,r,f,,c,w,10.76,13.2,,,w,u,w,t,p,,d,p
w,18.29,x,s,k,f,p,,y,5.28,35.46,,,n,,,f,f,,d,p
a,3.75,f,,b,f,x,,w,3.36,6.03,,,w,,,f,f,,d,p
u,4.95,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
w,16.19,f,s,k,f,p,,y,5.09,33.16,,,n,,,f,f,,d,p
u,8.32,x,h,e,f,x,d,w,6.31,17.58,b,,w,,,f,f,,d,p
a,7.99,x,y,y,f,a,c,n,11.21,11.33,,y,n,,,t,,,d,p
u,3.81,f,t,n,f,x,c,p,6.38,4.19,,i,g,,,f,f,,g,p
a,1.44,b,h,n,f,a,,n,4.92,1.58,,t,n,,,f,f,,g,p
a,7.67,x,,g,t,p,,g,10.47,25.52,,y,w,,,f,f,,d,e
u,3.58,b,g,n,f,x,d,w,4.58,3.05,,,y,,,f,f,,g,e
w,9.14,f,s,e,f,d,d,w,9.83,15.04,,i,n,,,t,,w,d,e
u,2.67,b,,n,f,a,,k,7.49,2.36,,,g,,w,f,f,k,g,p
a,9.93,f,y,y,f,s,c,y,9.59,19.21,,y,e,,,f,f,,d,p
u,4.55,f,d,n,f,d,c,n,4.38,5.17,,i,y,,,t,,,d,p
a,6.89,x,y,w,f,e,c,k,4.28,12.1,,,w,,w,t,e,,g,e
s,1.46,b,h,n,f,a,,n,4.02,1.52,,t,n,,,f,f,,d,p
u,4.66,f,k,n,f,s,,p,4.54,3.42,,,n,,,f,f,p,g,p
a,3.46,s,,u,f,a,,w,3.95,6.83,,,w,,,f,f,,d,p
a,1.39,f,w,n,f,,d,g,4.97,2.36,,,w,,,f,f,,d,e
a,8.7,f,d,n,t,d,c,w,7.06,10.2,,,e,,,f,f,,d,p
u,3.48,x,t,n,f,s,c,p,6.07,9.31,,,w,,n,t,z,,d,p
a,8.01,s,d,e,t,d,c,y,7.07,9.7,,,e,,,f,f,,d,p
u,7.95,x,h,r,f,,c,w,11.21,17.41,,,w,u,w,t,g,,d,p
u,8.25,f,d,w,f,s,c,w,6.37,31.84,,,w,,,f,f,,m,e
a,2.36,f,h,n,f,,,n,8.07,3.1,,,y,,,f,f,,g,p
a,4.11,x,,w,f,d,,r,6.17,7.64,,,w,,,f,f,,l,e
u,5.23,x,t,o,f,a,c,y,6.14,7.52,,g,o,,,f,f,,g,p
u,6.38,f,h,g,f,s,d,g,5.11,10.58,,s,g,,,f,f,,d,e
a,9.82,x,s,w,f,s,,p,5.9,15.87,,i,n,,,f,f,,d,p
a,6.13,f,,y,f,s,d,y,6.66,13.41,,i,y,,,f,f,,d,p
u,5.34,s,d,y,f,d,c,o,3.55,6.44,,,o,,,f,f,,h,p
w,17.09,x,t,k,f,a,d,y,6.92,23.38,,,w,,,f,f,w,d,e
w,19.69,s,k,w,t,d,d,n,8.08,34.32,,,w,,,f,f,,d,p
u,3.84,x,y,r,f,s,c,u,7.01,8.48,,y,n,,,t,e,u,d,p
w,5.75,o,l,n,f,f,f,f,7.83,47.96,,,n,,,f,f,g,l,e
a,7.86,f,,y,f,a,c,w,7.03,15.38,,,g,,,f,f,,d,e
u,9.67,x,s,w,t,e,,g,8.42,16.87,s,,w,,,t,r,,m,e
a,8.35,f,,y,f,x,c,n,6.26,11.62,,,w,,,f,f,,d,p
a,6.85,x,t,y,f,p,,y,7.68,15.21,,,y,,y,t,,,d,e
u,11.02,x,h,n,t,p,,y,9.41,22.97,,,n,,,f,f,,d,e
u,12.83,x,,n,f,e,,w,11.25,14.62,,,w,u,w,t,g,,d,p
u,5.69,f,y,g,f,s,,y,4.82,8.08,,,w,,,f,f,,d,e
u,3.57,b,y,r,f,s,c,g,4.7,6.82,,y,w,,,t,e,u,m,p
u,52.41,o,y,y,f,p,,y,5.47,25.02,,k,k,,,f,f,,d,e
u,1.87,x,,b,f,,d,u,5.35,3.62,,,w,,,f,f,,d,e
a,6.67,s,l,w,f,d,,p,3.72,10.04,,,w,,,f,f,,d,e
u,2.84,o,,k,f,f,f,f,3.04,14.69,,g,n,,,f,f,,d,p
a,17.39,s,k,n,f,d,c,y,5.9,34.1,,k,k,,,f,f,,d,p
w,10.2,x,s,y,f,d,d,w,10.17,12.22,,i,n,,,t,,w,d,e
u,4.38,x,s,p,f,a,c,e,5.8,7.63,,,o,,,f,f,,g,e
a,3.29,f,h,n,f,,c,n,5.94,6.51,,s,w,,w,f,f,k,d,e
a,8.04,f,,n,t,,,w,9.39,15.89,b,,w,u,w,t,g,,d,e
a,4.54,x,s,y,f,,c,r,9.71,8.39,,,y,u,w,t,z,k,d,p
a,2.76,s,y,n,f,a,d,p,6.81,3.84,,i,n,,,f,f,,l,e
w,10.23,x,d,y,f,a,,y,11.92,20.97,r,,y,,,t,r,n,d,p
a,1.19,x,s,y,f,d,,w,6.12,1.75,,t,y,,,f,f,,d,e
a,7.29,f,y,n,f,e,c,n,4.78,12.82,,,w,,,t,r,,w,e
w,9.07,o,t,r,f,,c,o,1.68,15.94,,,y,,,f,f,,d,p
a,3.9,f,,e,f,x,,w,5.19,6.37,,,w,,,f,f,,d,p
a,4.0,x,s,n,f,p,,n,6.16,11.7,,,e,,,f,f,,d,e
u,4.83,s,,e,t,d,c,w,4.99,4.85,,,n,,,f,f,,d,p
a,3.35,x,i,e,f,,,e,4.73,6.09,,,e,,,f,f,n,d,p
a,9.35,x,t,n,f,a,d,w,10.43,29.95,,,w,,,f,f,,d,p
u,10.12,f,t,n,t,d,c,n,6.03,15.6,,,n,,,f,f,,h,p
u,1.98,b,,n,f,a,,g,4.47,1.61,,s,n,,,f,f,,d,p
w,6.55,f,,y,f,a,c,w,5.28,15.32,,,g,,,f,f,,d,e
u,3.16,f,k,n,f,s,,p,4.22,3.14,,,n,,,f,f,p,g,p
a,6.18,x,d,b,f,d,d,b,6.91,13.48,,,w,,,f,f,,m,e
u,8.06,x,t,n,f,p,d,y,6.58,12.75,,s,n,,,f,f,,g,e
a,7.26,x,i,n,f,e,c,p,5.47,13.25,,,w,,,t,l,,w,e
a,3.25,x,h,o,f,a,c,o,4.21,6.63,,,o,,,f,f,,g,e
u,2.98,f,y,p,f,e,c,w,4.55,3.56,,k,w,,,t,e,,d,p
u,7.87,f,,y,f,x,c,y,6.87,13.1,,,w,,,f,f,,d,p
a,2.81,c,,u,f,a,c,w,3.72,3.49,,i,u,,,f,f,,d,p
a,7.67,x,e,y,f,x,c,w,6.33,15.13,,,w,,,f,f,,d,e
a,5.8,s,,e,t,d,c,b,6.19,5.76,,,n,,,f,f,,d,p
a,12.29,x,t,n,f,a,d,w,9.43,28.04,,,w,,,f,f,,d,p
w,3.38,s,l,n,f,f,f,f,6.88,29.46,,,n,,,f,f,g,l,e
u,4.28,s,,e,t,d,c,p,4.99,4.94,,,n,,,f,f,,d,p
a,3.44,b,d,p,f,a,,r,5.38,7.63,,t,r,,,f,f,,m,p
a,2.53,s,y,n,f,a,d,p,6.3,3.87,,i,n,,,f,f,,l,e
u,3.01,b,,k,f,a,,k,11.34,2.98,,,g,,w,f,f,k,g,p
u,1.51,c,g,n,f,a,,w,4.92,1.52,,,g,,,f,f,,d,e
u,2.41,x,g,e,f,a,,p,5.04,2.57,,,w,,,f,f,,d,p
w,8.58,s,,u,f,s,c,u,7.35,19.47,,,u,,,f,f,,d,e
a,4.11,o,,w,f,f,f,f,6.09,35.28,,g,w,,,t,f,,p,p
u,10.54,x,e,y,f,x,c,w,7.72,24.63,,,w,,,f,f,,d,e
a,6.15,s,l,w,f,d,,p,3.36,7.96,,,w,,,f,f,,g,e
a,3.83,x,i,e,f,,,e,4.37,4.65,,,e,,,f,f,n,d,p
a,6.3,o,t,y,f,,c,o,1.5,13.48,,,n,,,f,f,,d,p
a,5.07,x,h,n,f,a,c,n,5.36,6.2,,y,n,,,t,z,,d,p
s,1.16,x,w,n,f,,d,k,5.05,2.4,,,w,,,f,f,,d,e
u,3.78,f,,u,f,a,,w,4.12,6.4,,,y,,,f,f,,d,p
a,1.23,x,s,y,f,f,f,f,3.08,5.3,,,y,,,f,f,,d,p
u,3.8,x,t,n,f,s,c,n,6.04,9.32,,,w,,n,t,z,,d,p
u,1.2,p,g,g,f,,,g,2.88,1.45,,,w,,,f,f,,d,e
a,8.32,f,e,b,f,,c,b,4.23,15.48,,,w,,,t,f,,d,e
a,7.63,f,y,w,f,e,c,p,6.37,14.05,,,w,,w,t,e,,g,e
a,7.74,f,s,n,f,s,,y,8.72,13.07,,i,o,,,f,f,,d,e
u,2.55,x,g,n,f,a,,p,7.73,2.47,,,n,,,f,f,,d,p
w,12.52,f,,l,f,d,c,w,2.61,16.92,,,w,,,f,f,,d,e
u,2.44,x,,u,f,,d,w,5.94,4.06,,,w,,,f,f,,d,e
a,3.37,f,d,n,f,x,c,y,4.31,2.83,b,i,n,,,f,f,,l,p
u,6.86,p,y,w,f,e,c,p,5.27,12.63,,,w,,w,t,e,,m,e
u,5.94,x,t,n,f,e,,w,12.68,12.49,,s,w,u,w,f,f,,d,e
a,2.62,f,s,o,f,a,,o,3.15,5.1,,,y,,,f,f,,m,p
a,4.2,x,d,n,f,p,,n,3.96,9.94,,,n,,,f,f,,d,e
a,4.43,x,d,y,t,p,,y,7.42,13.12,,,y,,,f,f,,d,e
a,5.17,x,t,n,f,e,,w,11.75,12.74,,s,n,u,w,f,f,,d,e
u,1.22,c,g,n,f,a,,w,4.5,1.48,,,g,,,f,f,,l,e
u,9.3,o,,e,f,f,f,f,3.15,24.2,,g,n,,,f,f,,d,p
w,12.94,f,,l,f,d,c,w,2.45,16.74,,,w,,,f,f,,d,e
u,3.68,f,k,w,f,s,,p,3.97,3.14,,,n,,,f,f,p,g,p
a,3.18,b,y,p,f,e,c,w,4.24,3.42,,k,w,,,t,e,,m,p
u,3.19,o,,k,f,f,f,f,3.77,15.57,,g,g,,,f,f,,d,p
u,8.25,x,s,n,f,e,c,w,6.17,9.59,,i,n,,,f,f,p,d,e
u,5.06,f,k,y,f,p,,n,3.58,6.27,,k,n,,,t,f,,d,p
u,9.52,x,,w,f,x,c,w,9.97,11.47,r,i,w,,,f,f,,h,p
u,1.65,x,,n,f,,,k,5.5,2.8,,s,n,,,f,f,k,g,p
u,7.11,x,,w,f,e,,w,6.3,12.89,b,,y,u,w,t,g,,d,e
u,5.08,b,y,n,f,,,w,9.29,11.23,,s,w,,,t,z,,g,p
u,1.1,f,s,y,f,f,f,f,3.62,5.27,,,y,,,f,f,,d,p
u,5.13,x,i,n,f,a,c,k,8.13,7.33,,i,n,,k,t,z,k,g,p
u,1.38,x,,n,f,,,n,4.69,2.5,,s,n,,,f,f,k,g,p
s,1.59,b,h,n,f,a,,n,4.57,1.67,,t,n,,,f,f,,d,p
a,4.94,f,y,n,f,s,,w,4.22,7.58,,,w,,,f,f,,d,e
u,7.37,x,w,n,f,x,,w,15.9,8.21,r,g,n,,,f,f,,d,p
u,10.8,x,e,y,f,a,,y,12.75,22.63,r,,y,,,t,r,n,d,p
u,7.08,s,d,o,f,d,c,o,3.87,7.05,,,o,,,f,f,,d,p
s,12.44,o,,e,f,f,f,f,3.21,24.9,,g,n,,,f,f,,d,p
a,1.82,f,i,k,f,a,,w,3.89,2.46,,,w,,,f,f,p,g,p
a,0.75,x,,o,f,d,,o,5.05,1.02,,,o,,,f,f,w,g,p
a,2.79,x,d,n,f,p,,e,4.53,10.24,,,y,,,f,f,,d,e
u,1.7,f,w,n,f,,d,g,5.03,2.53,,,w,,,f,f,,g,e
a,8.59,p,g,n,f,e,,w,9.15,17.34,,y,w,u,w,t,p,,d,p
a,8.53,x,i,n,f,a,,n,11.18,16.8,s,,n,,e,f,f,,d,p
u,2.68,f,d,b,f,x,c,y,3.44,2.44,b,i,n,,,f,f,,l,p
u,7.53,p,g,n,f,e,,w,8.3,15.86,,y,w,u,w,t,p,,d,p
a,3.1,f,,b,f,x,,w,4.28,5.55,,,w,,,f,f,,d,p
u,7.69,x,d,y,t,p,,y,5.45,12.27,,,e,,,f,f,,d,e
a,5.23,b,h,n,f,,,n,11.52,6.36,,,w,,,t,,k,g,p
u,4.43,b,g,n,f,a,d,g,5.7,3.18,,s,g,,,f,f,,d,e
a,8.71,x,t,e,f,x,d,w,5.71,17.47,b,,w,,,f,f,,d,p
a,7.1,x,s,r,t,s,d,w,6.89,15.94,r,i,n,,,f,f,,d,p
a,3.26,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
w,14.01,f,e,n,f,d,c,w,9.06,24.38,s,,w,,,f,f,,l,e
a,9.99,x,i,n,t,e,,p,9.06,17.17,,y,w,,,t,l,,d,e
a,15.98,p,y,n,f,,,w,23.54,19.72,s,,n,,,t,m,,m,e
a,4.22,x,d,e,f,a,c,e,5.59,7.71,,,o,,,f,f,,g,e
u,10.04,s,,w,t,d,c,y,6.29,25.29,,,w,,,f,f,,d,e
u,2.72,o,,k,f,f,f,f,3.23,15.7,,g,n,,,f,f,,d,p
u,2.89,f,d,n,t,d,c,p,3.6,5.61,,,g,,,f,f,,d,e
a,1.57,x,g,n,f,d,d,n,2.22,2.59,,s,n,,,f,f,,d,p
u,5.38,c,e,y,t,x,c,p,5.9,12.46,,,w,,,f,f,,d,p
u,5.74,x,,y,f,e,,w,5.79,12.65,b,,w,u,y,t,g,,d,e
w,2.34,x,,b,f,,d,u,4.59,3.71,,,w,,,f,f,,d,e
a,7.28,f,t,y,f,x,c,y,4.55,13.73,,,y,,,f,f,,d,p
a,4.47,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,4.01,x,,p,f,,c,g,3.59,11.78,,,y,,,f,f,,d,p
a,0.98,b,t,y,f,,c,k,3.37,2.41,,,n,,,t,f,,m,p
s,10.03,x,s,n,f,e,c,p,6.31,9.92,,i,w,,,f,f,p,d,e
a,9.64,x,e,l,f,x,c,w,6.26,13.14,,,w,,,f,f,,d,e
a,5.22,f,,y,f,s,d,y,4.89,10.53,,i,y,,,f,f,,d,p
a,8.84,f,t,o,f,s,,n,9.48,14.17,,t,o,,,f,f,,d,e
u,5.39,x,t,n,f,a,d,n,6.43,5.31,,t,w,,,t,l,,d,e
w,5.7,b,s,n,f,,,g,11.08,12.9,,s,w,,,t,z,,g,p
w,12.88,f,,g,f,d,c,y,3.06,19.23,,,w,,,f,f,,d,e
a,6.96,x,,u,t,x,,u,7.38,16.66,s,,u,,u,f,f,,d,p
a,2.53,f,s,o,f,d,,y,2.91,5.45,,,o,,,f,f,,h,p
a,16.03,p,y,w,f,,,w,21.17,16.79,s,,n,,,t,m,,m,e
a,4.2,s,,u,f,a,,w,4.58,8.19,,,y,,,f,f,,d,p
a,9.34,x,i,n,f,a,,n,9.89,17.49,s,,n,,e,f,f,,d,p
a,4.88,x,,r,f,a,,r,6.68,7.66,,,l,,,f,f,,l,e
a,6.62,x,y,n,f,e,c,w,5.57,9.69,,y,n,,,f,f,,d,e
a,4.68,x,,p,f,,c,w,3.36,13.17,,,y,,,f,f,,d,p
u,8.22,x,i,y,f,a,c,n,8.88,7.82,,i,n,,k,t,z,k,d,p
u,3.24,x,t,n,f,s,c,n,5.75,8.72,,,w,,n,t,z,,d,p
u,7.42,x,,n,f,a,,w,6.63,13.02,,,w,,,f,f,,d,e
a,6.65,x,t,n,f,s,,g,4.95,6.5,,y,n,,,f,f,,d,p
a,6.1,x,d,o,f,d,d,b,6.67,13.4,,,w,,,f,f,,g,e
w,4.75,f,s,o,f,d,d,o,4.44,11.23,,,w,,,f,f,,m,e
u,6.12,s,d,o,f,d,c,o,3.42,6.55,,,y,,,f,f,,d,p
u,3.09,s,y,n,f,d,d,p,8.75,4.06,,i,n,,,f,f,,l,e
a,3.25,x,k,n,f,s,,p,3.97,2.73,,,n,,,f,f,p,g,p
a,4.4,b,w,u,f,a,c,g,5.86,5.81,,s,u,,,f,f,,l,p
u,9.02,s,t,p,t,d,c,p,7.83,14.04,,,p,,,t,f,,d,p
a,8.1,f,y,u,f,s,c,y,7.29,17.46,,y,u,,,f,f,,d,p
a,10.77,p,y,n,t,e,,p,9.21,17.94,,y,w,,,t,p,,d,e
a,8.38,f,y,y,f,s,c,y,5.9,14.94,,y,e,,,f,f,,d,p
s,4.34,b,g,n,f,a,d,g,5.92,3.86,,s,g,,,f,f,,d,e
u,7.85,s,l,w,f,d,,p,3.37,8.8,,,w,,,f,f,,g,e
w,4.59,x,h,o,f,a,d,w,5.28,4.6,,k,o,,,f,f,,d,e
a,0.72,x,g,y,f,,,y,3.52,0.75,,,w,,,f,f,,d,p
u,8.33,x,e,l,f,x,c,w,7.41,21.05,,,w,,,f,f,,d,e
u,7.06,x,i,y,f,a,c,n,6.53,6.89,,i,n,,k,t,z,k,d,p
a,5.19,x,,w,f,,c,g,3.43,12.48,,,y,,,f,f,,d,p
a,6.41,s,,e,t,d,c,b,6.37,5.89,,,e,,,f,f,,d,p
u,8.85,x,s,n,f,e,c,p,6.18,9.35,,i,w,,,f,f,p,d,e
a,9.0,p,i,n,t,e,,p,8.37,16.09,,y,w,,,t,p,,d,e
a,4.86,x,,w,f,,c,r,3.22,12.24,,,y,,,f,f,,d,p
a,2.02,f,h,y,f,,,n,8.44,3.16,,,y,,,f,f,,g,p
a,3.5,b,y,n,f,,c,u,6.42,4.36,s,s,w,,,f,f,,d,p
a,5.96,b,d,n,f,d,c,y,6.21,6.63,,i,y,,,t,,,d,p
a,4.31,f,y,g,f,s,,g,4.45,7.04,,,w,,,f,f,,d,e
a,10.05,x,i,n,f,a,,n,11.5,15.02,s,,n,,n,f,f,,d,p
a,3.65,f,k,n,f,s,,p,3.94,2.56,,,n,,,f,f,p,g,p
u,7.75,x,g,n,f,e,,w,7.34,13.45,,y,w,u,w,t,p,,d,p
a,1.34,f,s,y,f,f,f,f,3.49,5.35,,,y,,,f,f,,d,p
a,3.56,x,,n,f,x,c,n,7.51,8.71,b,,n,,w,t,,,g,e
u,7.11,p,y,w,f,e,c,k,11.51,11.43,,s,w,,,t,e,,u,e
u,1.75,x,w,g,f,,d,g,5.4,2.76,,,w,,,f,f,,d,e
a,7.01,f,h,k,f,s,d,w,4.98,10.41,,s,g,,,f,f,,d,e
a,0.96,x,g,w,f,a,d,w,3.32,1.37,,,e,,,f,f,,d,p
a,6.2,b,s,n,f,,,k,11.97,13.42,,s,w,,,t,z,,d,p
w,7.36,x,w,p,f,s,c,p,4.01,9.69,,,p,,,f,f,,d,p
a,12.91,f,t,n,t,d,c,n,7.77,19.77,,,n,,,f,f,,d,p
a,10.43,x,h,n,t,p,,y,9.96,21.8,,,n,,,f,f,,d,e
u,4.24,f,,b,f,x,,w,4.56,6.03,,,w,,,f,f,,d,p
a,6.04,c,i,y,f,,c,n,6.45,7.48,,,w,,,f,f,,d,p
u,2.62,s,d,w,f,a,d,w,2.79,2.34,,h,w,,,f,f,,g,p
a,10.07,x,y,y,f,,,w,7.18,24.68,b,,n,,w,t,e,,d,e
a,2.98,f,,u,f,a,,w,3.8,6.42,,,w,,,f,f,,d,p
u,8.02,s,,r,t,d,,o,5.4,13.39,,,w,,,t,f,,d,p
a,8.05,x,y,n,f,a,c,n,11.61,11.78,,y,y,,,t,,,d,p
a,1.3,c,g,n,f,a,,g,5.08,1.55,,,g,,,f,f,,l,e
u,5.68,f,i,n,f,e,c,p,4.26,13.26,,,w,,,t,r,,w,e
u,4.59,x,,p,f,x,,w,4.42,6.37,,,w,,,f,f,,d,p
u,7.26,c,k,w,t,x,c,p,7.32,12.97,,,w,,,f,f,,d,p
a,3.04,x,k,w,f,s,,p,3.75,2.55,,,n,,,f,f,p,g,p
s,5.91,c,,n,f,f,f,f,6.3,19.6,,,n,,,f,f,,l,e
